210.0,5107
220.0,4870
230.0,4161
280.0,4046
240.0,4041
200.0,3992
270.0,3908
250.0,3699
290.0,3698
260.0,3666
300.0,3448
310.0,3368
320.0,3098
330.0,2860
190.0,2679
180.0,2329
50.0,2286
340.0,2212
40.0,2068
60.0,2057
30.0,1980
350.0,1938
360.0,1928
170.0,1823
70.0,1779
20.0,1763
10.0,1677
80.0,1662
90.0,1575
100.0,1486
110.0,1269
120.0,1149
160.0,1125
150.0,988
130.0,901
140.0,807
