,airport_ident,length_ft,le_ident,surface,lighted,closed
39724,YGIG,5997.0,8,ASP,1,0
39725,YGIL,1902.0,8,S,0,0
39726,YGIL,4206.0,15,X,0,0
39727,YGIR,3018.0,18,L,0,0
39728,YGKL,2870.0,12,B,0,0
39729,YGLA,5364.0,10,ASP,1,0
39730,YGLB,4209.0,4,ASP,1,0
39731,YGLB,2218.0,8,GRE,0,0
39732,YGLD,3937.0,16,N,0,0
39733,YGLE,2887.0,15,C,0,0
39734,YGLG,2542.0,9,G,0,0
39735,YGLG,3559.0,18,B,0,0
39736,YGLI,5499.0,10,GVL,1,0
39737,YGLI,4915.0,14,ASP,1,0
39738,YGLN,1968.0,11,N,0,0
39739,YGLN,2624.0,15,N,0,0
39740,YGLO,1998.0,8,C,0,0
39741,YGLO,3405.0,16,C,0,0
39742,YGLP,3772.0,13,N,0,0
39743,YGLS,5249.0,12,X,0,0
39744,YGLY,3937.0,15,S,0,0
39745,YGMD,2624.0,7,X,0,0
39746,YGMP,3707.0,9,G,0,0
39747,YGN,5729.0,12,Water,0,0
39748,YGNA,3280.0,9,L,0,0
39749,YGNF,2657.0,3,G,0,0
39750,YGNV,3018.0,8,X,0,0
39751,YGNW,4921.0,12,X,0,0
39752,YGOM,3280.0,6,G,0,0
39753,YGPI,4921.0,9,S,0,0
39754,YGPR,4265.0,9,X,0,0
39755,YGPT,4314.0,4,COP,1,0
39756,YGRD,2542.0,9,G,0,0
39757,YGRD,3559.0,18,B,0,0
39758,YGRU,4593.0,3,G,0,0
39759,YGSC,4035.0,13,X,0,0
39760,YGTE,6237.0,10,ASP,1,0
39761,YGTH,4931.0,6,ASP,1,0
39762,YGTH,1969.0,18,GRS,0,0
39763,YGTN,3799.0,6,ASP,0,0
39764,YGTO,3280.0,6,B,0,0
39765,YGTO,1968.0,11,G,0,0
39766,YGTP,4101.0,4,G,0,0
39767,YGUL,3280.0,9,X,0,0
39768,YGUW,3937.0,15,N,0,0
39769,YGVE,1998.0,13,G,0,0
39770,YGWA,3576.0,1,N,0,0
39771,YGWD,1640.0,8,N,0,0
39772,YGWD,3280.0,18,N,0,0
39773,YGYM,1955.0,3,CLA,1,0
39774,YGYM,4600.0,14,ASP,1,0
39775,YHAA,3254.0,12,C,0,0
39776,YHAB,3986.0,17,G,0,0
39777,YHAE,2788.0,8,X,0,0
39778,YHAG,3937.0,9,N,0,0
39779,YHAW,3280.0,18,N,0,0
39780,YHAY,4800.0,4,ASP,1,0
39781,YHAY,3740.0,15,GRE,0,0
39782,YHBA,6561.0,11,ASP,1,0
39783,YHBK,2657.0,4,N,0,0
39784,YHBK,1902.0,14,N,0,0
39785,YHBR,3937.0,8,X,0,0
39786,YHBY,3280.0,11,G,0,0
39787,YHDD,3280.0,10,X,0,0
39788,YHDY,3999.0,9,X,0,0
39789,YHDY,3937.0,18,N,0,0
39790,YHEC,2296.0,10,G,0,0
39791,YHEC,2296.0,18,G,0,0
39792,YHEG,4921.0,9,X,0,0
39793,YHEW,3608.0,7,G,0,0
39794,YHEW,3999.0,17,G,0,0
39795,YHGR,5019.0,14,S,0,0
39796,YHGS,3937.0,9,N,0,0
39797,YHHY,2624.0,11,X,0,0
39798,YHID,4557.0,8,ASP,1,0
39799,YHID,4052.0,14,ASP,1,0
39800,YHIL,4921.0,9,N,0,0
39801,YHKT,3280.0,15,N,0,0
39802,YHLC,4839.0,4,ASP,1,0
39803,YHLC,3104.0,8,GVL,1,0
39804,YHLM,4101.0,3,B,0,0
39805,YHLS,4262.0,6,ASP,0,0
39806,YHLS,2690.0,14,GRS,0,0
39807,YHMB,3704.0,11,S,0,0
39808,YHML,4045.0,10,GVL,0,0
39809,YHML,4606.0,17,ASP,1,0
39810,YHMT,3608.0,2,C,0,0
39811,YHMT,3280.0,3,C,0,0
39812,YHOA,2296.0,10,X,0,0
39813,YHOO,5118.0,10,X,0,0
39814,YHOT,4762.0,11,ASP,1,0
39815,YHOV,2952.0,14,N,0,0
39816,YHOX,3602.0,16,ASP,1,0
39817,YHOY,3510.0,3,G,0,0
39818,YHPE,2985.0,15,N,0,0
39819,YHPE,2493.0,18,N,0,0
39820,YHPN,3730.0,1,ASP,1,0
39821,YHPN,1598.0,8,GRS,1,0
39822,YHRD,4494.0,9,N,0,0
39823,YHRD,3280.0,18,S,0,0
39824,YHRG,5577.0,12,N,0,0
39825,YHRG,4593.0,15,N,0,0
39826,YHSB,4921.0,1,N,0,0
39827,YHSL,5249.0,12,N,0,0
39828,YHSM,4337.0,8,ASP,1,0
39829,YHSM,2621.0,17,SAN,0,0
39830,YHTA,2952.0,6,N,0,0
39831,YHTA,2624.0,10,N,0,0
39832,YHTL,3937.0,10,X,0,0
39833,YHTN,3188.0,16,G,0,0
39834,YHTR,1640.0,1,G,0,0
39835,YHTS,4265.0,16,N,0,0
39836,YHUG,3051.0,6,GVL,1,0
39837,YHUG,5394.0,12,ASP,1,0
39838,YHVH,3280.0,14,G,0,0
39839,YIDK,3969.0,11,N,0,0
39840,YIDR,2805.0,9,N,0,0
39841,YIDR,3205.0,13,N,0,0
39842,YIFL,4409.0,3,CLA,0,0
39843,YIFL,4439.0,14,ASP,1,0
39844,YIFY,2887.0,12,C,0,0
39845,YIGM,5006.0,5,ASP,1,0
39846,YIGR,2624.0,9,S,0,0
39847,YIGR,2296.0,14,S,0,0
39848,YIKL,4593.0,17,N,0,0
39849,YIKM,3018.0,17,N,0,0
39850,YILA,3280.0,2,G,0,0
39851,YILT,2296.0,9,G,0,0
39852,YILW,2998.0,8,G,0,0
39853,YIMA,3018.0,14,X,0,0
39854,YIMB,5183.0,3,S,0,0
39855,YIMB,4288.0,15,S,0,0
39856,YIMP,4757.0,5,S,0,0
39857,YING,3608.0,4,G,0,0
39858,YINJ,3956.0,14,N,0,0
39859,YINN,4071.0,2,C,0,0
39860,YINO,3280.0,9,X,0,0
39861,YINV,6561.0,7,X,0,0
39862,YINV,3280.0,18,X,0,0
39863,YISD,3280.0,9,X,0,0
39864,YISF,4498.0,14,COP,0,0
39865,YISV,3805.0,10,C,0,0
39866,YITT,3018.0,14,Grass/Gravel,0,0
39867,YIVL,2297.0,4,GRS,0,0
39868,YIVL,6936.0,16,ASP,1,0
39869,YIVO,3343.0,9,CLA,0,0
39870,YIVO,4088.0,16,ASP,1,0
39871,YJAB,4670.0,9,PER,1,0
39872,YJAK,5905.0,17,B,0,0
39873,YJAM,5249.0,1,X,0,0
39874,YJBY,4800.0,8,ASP,0,0
39875,YJBY,5000.0,15,ASP,0,0
39876,YJCO,2385.0,1,G,0,0
39877,YJDA,4498.0,1,X,0,0
39878,YJEM,1968.0,1,G,0,0
39879,YJEM,2952.0,9,G,0,0
39880,YJER,3700.0,1,B,0,0
39881,YJEY,2952.0,7,N,0,0
39882,YJGP,5249.0,14,X,0,0
39883,YJIG,4593.0,14,X,0,0
39884,YJIN,2854.0,10,G,0,0
39885,YJIN,3280.0,12,G,0,0
39886,YJLC,4600.0,10,ASP,1,0
39887,YJNB,4265.0,2,B,0,0
39888,YJNK,3937.0,15,N,0,0
39889,YJNY,4921.0,6,N,0,0
39890,YJRO,3280.0,18,N,0,0
39891,YJST,3937.0,16,N,0,0
39892,YJUK,5249.0,15,X,0,0
39893,YJUN,6889.0,8,N,0,0
39894,YJVM,3937.0,17,X,0,0
39895,YJVS,3205.0,14,N,0,0
39896,YJWB,3280.0,3,G,0,0
39897,YKAE,3937.0,14,XUG,0,0
39898,YKAJ,2296.0,15,N,0,0
39899,YKAL,3418.0,5,S,0,0
39900,YKAL,3126.0,10,N,0,0
39901,YKAN,3937.0,10,C,0,0
39902,YKAN,3937.0,18,C,0,0
39903,YKAP,2099.0,4,G,0,1
39904,YKAP,1968.0,15,G,0,0
39905,YKAT,2952.0,6,N,0,0
39906,YKAY,3937.0,1,C,0,0
39907,YKAY,4593.0,12,C,0,0
39908,YKBG,3280.0,12,X,0,0
39909,YKBL,3576.0,16,X,0,0
39910,YKBN,4593.0,12,B,0,0
39911,YKBR,5246.0,18,ASP,0,0
39912,YKBY,2559.0,5,GVL,0,0
39913,YKBY,4432.0,13,ASP,1,0
39914,YKCA,4908.0,12,N,0,0
39915,YKCK,4593.0,9,G,0,0
39916,YKCS,5029.0,10,X,0,0
39917,YKDI,3937.0,5,B,0,0
39918,YKDL,3280.0,4,N,0,0
39919,YKDL,4265.0,17,N,0,0
39920,YKDM,3605.0,7,X,0,0
39921,YKDN,3608.0,18,X,0,0
39922,YKEB,3280.0,11,X,0,0
39923,YKEN,2998.0,7,S,0,0
39924,YKER,2267.0,5,GVL,1,0
39925,YKER,3501.0,14,ASP,1,0
39926,YKGA,3904.0,4,X,0,0
39927,YKGA,5216.0,14,X,0,0
39928,YKHA,4937.0,13,G,0,0
39929,YKHG,5577.0,17,X,0,0
39930,YKID,4101.0,3,N,0,0
39931,YKIG,3248.0,2,B,0,0
39932,YKII,2626.0,6,GVL,1,0
39933,YKII,5198.0,10,ASP,1,0
39934,YKII,3632.0,17,COM,1,0
39935,YKIL,3474.0,16,C,0,0
39936,YKIU,4002.0,4,N,0,0
39937,YKKG,4101.0,3,ASP,1,0
39938,YKKG,3038.0,13,GVL,1,0
39939,YKKH,4265.0,16,N,0,0
39940,YKLA,2296.0,7,C,0,0
39941,YKLB,3280.0,8,G,0,0
39942,YKLG,3280.0,5,G,0,0
39943,YKLL,3280.0,8,C,0,0
39944,YKLL,3280.0,16,C,0,0
39945,YKLN,3280.0,15,G,0,0
39946,YKLR,2624.0,17,N,0,0
39947,YKMB,4169.0,3,S,0,0
39948,YKML,5275.0,14,C,0,0
39949,YKMP,5413.0,4,ASP,1,0
39950,YKMP,2014.0,16,GRS,0,0
39951,YKNC,2339.0,7,S,0,0
39952,YKNG,4921.0,6,X,0,0
39953,YKNG,,7,UNK,0,0
39954,YKNM,3280.0,5,N,0,0
39955,YKNM,2952.0,9,N,0,0
39956,YKNP,4265.0,12,UG,0,0
39957,YKNT,4429.0,10,X,0,0
39958,YKNV,1797.0,6,X,0,0
39959,YKOG,2952.0,8,N,0,0
39960,YKOJ,4265.0,17,X,0,0
39961,YKOK,3280.0,13,C,0,0
39962,YKOL,2952.0,17,C,0,0
39963,YKOW,4528.0,12,ASP,1,0
39964,YKPR,4921.0,11,N,0,0
39965,YKRV,3280.0,18,N,0,0
39966,YKRY,4275.0,5,GRS,0,0
39967,YKRY,5249.0,16,ASP,1,0
39968,YKSC,4600.0,1,ASP,1,0
39969,YKSC,3720.0,6,GVL,1,0
39970,YKSC,3819.0,15,GVL,1,0
39971,YKTH,3937.0,18,N,0,0
39972,YKTN,2165.0,9,G,0,0
39973,YKTN,2329.0,18,X,0,0
39974,YKUB,3281.0,11,PER,0,0
39975,YKUR,2936.0,16,Dirt,0,0
39976,YKUW,3018.0,9,G,0,0
39977,YKUW,1978.0,18,G,0,0
39978,YKUY,3280.0,18,C,0,0
39979,YKWG,3608.0,18,C,0,0
39980,YKYB,2998.0,9,G,0,0
39981,YKYB,1797.0,18,G,0,0
39982,YKYN,3149.0,2,N,0,0
39983,YLAG,2034.0,3,G,0,0
39984,YLAH,4002.0,4,X,0,0
39985,YLAM,2952.0,2,C,0,0
39986,YLAN,2296.0,16,N,0,0
39987,YLAN,1968.0,18,N,0,0
39988,YLAO,2952.0,9,G,0,0
39989,YLAO,1968.0,18,G,0,0
39990,YLAW,5314.0,10,X,0,0
39991,YLBD,3937.0,10,X,0,0
39992,YLBG,3937.0,8,S,0,0
39993,YLCG,3937.0,6,X,0,0
39994,YLCG,2887.0,12,C,0,0
39995,YLDB,4265.0,7,X,0,0
39996,YLDO,4921.0,1,N,0,0
39997,YLEA,3937.0,3,X,0,0
39998,YLEA,3280.0,13,S,0,0
39999,YLEC,3999.0,2,BIT,0,0
40000,YLEC,5610.0,11,ASP,1,0
40001,YLED,3608.0,10,Sealed bitumen,0,0
40002,YLED,3444.0,16,G,0,0
40003,YLEE,4921.0,4,N,0,0
40004,YLEG,3032.0,4,PER,0,0
40005,YLEG,2195.0,18,GVL,0,0
40006,YLEO,6621.0,4,ASP,1,0
40007,YLEO,3740.0,12,GVL,1,0
40008,YLET,2952.0,8,G,0,0
40009,YLEV,3494.0,8,PER,1,0
40010,YLFD,3280.0,5,X,0,0
40011,YLGA,3608.0,8,N,0,0
40012,YLGA,2296.0,16,N,0,0
40013,YLGB,3608.0,9,X,0,0
40014,YLGC,3937.0,11,X,0,0
40015,YLGD,1312.0,1,G,0,0
40016,YLGD,3280.0,15,G,0,0
40017,YLGL,3280.0,15,G,0,0
40018,YLGN,2296.0,2,X,0,0
40019,YLGN,3937.0,11,X,0,0
40020,YLGU,2811.0,11,S,0,0
40021,YLHI,2906.0,10,B,0,0
40022,YLHL,2296.0,13,X,0,0
40023,YLHR,4919.0,12,ASP,1,0
40024,YLHS,4232.0,16,N,0,0
40025,YLIL,3280.0,18,G,0,0
40026,YLIM,3280.0,12,L,0,0
40027,YLIS,5404.0,15,ASP,1,0
40028,YLKD,3215.0,12,G,0,0
40029,YLKN,2559.0,11,X,0,0
40030,YLKN,3015.0,14,X,0,0
40031,YLLA,3608.0,4,S,0,0
40032,YLLA,3937.0,14,S,0,0
40033,YLLC,3280.0,13,N,0,0
40034,YLLD,2296.0,7,N,0,0
40035,YLLE,5906.0,3,ASP,1,0
40036,YLMB,3497.0,11,G,0,0
40037,YLMB,2513.0,18,G,0,0
40038,YLMU,3280.0,6,G,0,0
40039,YLND,3838.0,16,G,0,0
40040,YLNR,3280.0,11,L,0,0
40041,YLNR,2427.0,18,L,0,0
40042,YLOC,2952.0,14,X,0,0
40043,YLOD,1968.0,13,G,0,0
40044,YLOH,3494.0,9,X,0,0
40045,YLOK,3116.0,8,X,0,0
40046,YLOR,4504.0,15,C,0,0
40047,YLOU,3280.0,7,N,0,0
40048,YLOV,2854.0,8,S,0,0
40049,YLOX,3891.0,8,X,0,0
40050,YLOX,2801.0,17,S,0,0
40051,YLOY,2395.0,9,G,0,0
40052,YLPR,1601.0,6,G,0,0
40053,YLRA,3526.0,14,X,0,0
40054,YLRD,2405.0,4,GVL,1,0
40055,YLRD,4613.0,10,ASP,1,0
40056,YLRE,6352.0,4,ASP,1,0
40057,YLRE,2953.0,9,GVL,0,0
40058,YLRG,3608.0,9,L,0,0
40059,YLRG,3937.0,16,L,0,0
40060,YLRN,6561.0,9,N,0,0
40061,YLRS,3280.0,11,G,0,0
40062,YLSM,2296.0,8,G,0,0
40063,YLSM,2001.0,15,G,0,0
40064,YLST,5906.0,10,ASP,1,0
40065,YLSY,2952.0,5,S,0,0
40066,YLSY,4921.0,12,S,0,0
40067,YLTN,5906.0,7,ASP,1,0
40068,YLTN,3015.0,16,GRE,1,0
40069,YLTV,4692.0,3,ASP,1,0
40070,YLTV,1529.0,03L,Turf/Grass,0,0
40071,YLTV,3015.0,9,GVL,1,0
40072,YLUC,3280.0,9,N,0,0
40073,YLUI,3280.0,8,X,0,0
40074,YLUL,4051.0,2,N,0,0
40075,YLUL,3740.0,16,N,0,0
40076,YLUW,3937.0,16,X,0,0
40077,YLVB,2132.0,9,G,0,0
40078,YLVB,2952.0,18,N,0,0
40079,YLVD,3280.0,8,N,0,0
40080,YLVD,3608.0,17,N,0,0
40081,YLVY,3280.0,4,N,0,0
40082,YLVY,3280.0,15,N,0,0
40083,YLWY,3280.0,2,S,0,0
40084,YLWY,3280.0,13,S,0,0
40085,YLYD,4166.0,6,G,0,0
40086,YLYK,1699.0,18,G,0,0
40087,YLYN,3969.0,10,X,0,0
40088,YLYN,2982.0,17,X,0,0
40089,YLZI,3038.0,12,ASP,1,0
40090,YMAA,1312.0,15,N,0,0
40091,YMAC,2952.0,1,S,0,0
40092,YMAC,3608.0,8,S,0,0
40093,YMAD,4593.0,1,C,0,0
40094,YMAD,3608.0,9,C,0,0
40095,YMAG,2099.0,9,S,0,0
40096,YMAG,3280.0,18,S,0,0
40097,YMAI,4035.0,10,X,0,0
40098,YMAI,3280.0,17,X,0,0
40099,YMAK,3280.0,18,N,0,0
40100,YMAU,5249.0,12,X,0,0
40101,YMAV,10000.0,18,ASP,1,0
40102,YMAY,6234.0,7,ASP,1,0
40103,YMBA,4938.0,10,ASP,1,0
40104,YMBD,3494.0,2,X,0,0
40105,YMBD,2985.0,9,G,0,0
40106,YMBL,4009.0,9,X,0,0
40107,YMBL,3454.0,17,X,0,0
40108,YMBT,3199.0,14,GVL,0,0
40109,YMBU,1908.0,6,GVL,0,0
40110,YMBU,3414.0,17,PER,1,0
40111,YMBX,3215.0,9,G,0,0
40112,YMBX,3116.0,18,G,0,0
40113,YMBZ,3937.0,12,N,0,0
40114,YMCE,2952.0,18,X,0,0
40115,YMCK,3349.0,18,N,0,0
40116,YMCL,2919.0,6,C,0,0
40117,YMCO,2890.0,7,X,0,0
40118,YMCO,3372.0,18,X,0,0
40119,YMCR,4002.0,18,X,0,0
40120,YMCS,5577.0,9,X,0,0
40121,YMCT,3937.0,8,ASP,1,0
40122,YMCU,5085.0,9,X,0,0
40123,YMDA,3116.0,18,X,0,0
40124,YMDB,3608.0,1,C,0,0
40125,YMDG,5705.0,4,ASP,1,0
40126,YMDG,3527.0,16,GRS,0,0
40127,YMDI,3444.0,12,C,0,0
40128,YMDK,3280.0,13,S,0,0
40129,YMDN,4166.0,10,XSA,0,0
40130,YMDN,3018.0,18,XSA,0,0
40131,YMDR,3280.0,8,C,0,0
40132,YMDS,3608.0,12,N,0,0
40133,YMDT,3937.0,8,N,0,0
40134,YMDT,3280.0,17,N,0,0
40135,YMDV,5905.0,15,X,0,0
40136,YMDW,3608.0,10,X,0,0
40137,YMDY,3970.0,12,PER,0,0
40138,YMDZ,3280.0,2,N,0,0
40139,YMDZ,4921.0,7,N,0,0
40140,YMEB,4921.0,2,C,0,0
40141,YMED,4199.0,1,X,0,0
40142,YMED,3001.0,15,X,0,0
40143,YMEI,4921.0,12,X,0,0
40144,YMEK,7156.0,9,ASP,1,0
40145,YMEK,3494.0,15,SAN,0,0
40146,YMEL,2952.0,4,X,0,0
40147,YMEL,2952.0,10,G,0,0
40148,YMEN,6302.0,8,ASP,1,0
40149,YMEN,4311.0,17,ASP,1,0
40150,YMEO,2198.0,10,G,0,0
40151,YMEP,2624.0,1,X,0,0
40152,YMER,5256.0,3,ASP,1,0
40153,YMES,7995.0,4,ASP,1,0
40154,YMES,7316.0,9,ASP,1,0
40155,YMEU,3280.0,9,N,0,0
40156,YMEW,3937.0,18,X,0,0
40157,YMEY,2345.0,1,N,0,0
40158,YMEY,3444.0,12,N,0,0
40159,YMFD,2952.0,15,G,0,0
40160,YMGB,4626.0,11,PER,1,0
40161,YMGD,5020.0,14,ASP,1,0
40162,YMGG,2788.0,3,X,0,0
40163,YMGG,4855.0,18,X,0,0
40164,YMGI,1726.0,1,CLA,0,0
40165,YMGI,4606.0,12,ASP,0,0
40166,YMGN,3608.0,5,X,0,0
40167,YMGO,3280.0,2,C,0,0
40168,YMGO,1968.0,9,C,0,0
40169,YMGR,5006.0,7,S,0,0
40170,YMGS,3851.0,15,X,0,0
40171,YMGT,3619.0,2,ASP,1,0
40172,YMGV,3280.0,18,X,0,0
40173,YMHB,7385.0,12,ASP,1,0
40174,YMHL,3937.0,13,X,0,0
40175,YMHO,3815.0,12,X,0,0
40176,YMHT,3280.0,3,L,0,0
40177,YMHU,4931.0,6,ASP,1,0
40178,YMHW,3116.0,9,C,0,0
40179,YMIA,6004.0,9,ASP,1,0
40180,YMIA,3737.0,18,ASP,1,0
40181,YMIB,3937.0,5,N,0,0
40182,YMIG,3280.0,6,X,0,0
40183,YMIJ,3543.0,6,X,0,0
40184,YMIL,2952.0,10,N,0,0
40185,YMIL,3937.0,16,N,0,0
40186,YMIN,4560.0,15,N,0,0
40187,YMIP,4635.0,6,X,0,0
40188,YMIP,5157.0,17,X,0,0
40189,YMIS,3444.0,9,N,0,0
40190,YMIS,4593.0,15,N,0,0
40191,YMIT,4675.0,11,ASP,0,0
40192,YMIV,3116.0,4,N,0,0
40193,YMIV,2460.0,7,N,0,0
40194,YMIX,3116.0,9,S,0,0
40195,YMIX,3444.0,13,S,0,0
40196,YMJE,4429.0,7,C,0,0
40197,YMJM,4016.0,12,ASP,1,0
40198,YMKT,3116.0,7,S,0,0
40199,YMLA,3280.0,16,S,0,0
40200,YMLC,1312.0,4,G,0,0
40201,YMLD,3937.0,18,X,0,0
40202,YMLL,2460.0,12,S,0,0
40203,YMLN,3772.0,1,C,0,0
40204,YMLN,3772.0,13,C,0,0
40205,YMLR,2624.0,12,S,0,0
40206,YMLR,3608.0,15,S,0,0
40207,YMLS,3608.0,4,X,0,0
40208,YMLT,2297.0,14L,GRS,0,0
40209,YMLT,6499.0,14R,ASP,1,0
40210,YMLT,2264.0,18,GRS,0,0
40211,YMLX,3116.0,4,C,0,0
40212,YMLX,4265.0,9,C,0,0
40213,YMMB,1873.0,4,ASP,1,0
40214,YMMB,3783.0,13L,ASP,1,0
40215,YMMB,3478.0,13R,ASP,0,0
40216,YMMB,4383.0,17L,ASP,1,0
40217,YMMB,4069.0,17R,ASP,0,0
40218,YMMI,6562.0,3,ASP,1,0
40219,YMML,7500.0,9,ASP,1,0
40220,YMML,11998.0,16,ASP,1,0
40221,YMMN,4265.0,13,B,0,0
40222,YMMT,3608.0,1,B,0,0
40223,YMMT,3576.0,9,S,0,0
40224,YMMU,5085.0,11,ASP,0,0
40225,YMNA,3280.0,16,N,0,0
40226,YMNB,3608.0,11,C,0,0
40227,YMND,4022.0,5,ASP,1,0
40228,YMND,3316.0,8,ASP,0,0
40229,YMNE,5896.0,11,ASP,1,0
40230,YMNF,3280.0,3,S,0,0
40231,YMNF,2624.0,9,S,0,0
40232,YMNG,6650.0,5,ASP,1,0
40233,YMNG,4793.0,18,ASP,1,0
40234,YMNK,2690.0,18,X,0,0
40235,YMNN,3211.0,13,N,0,0
40236,YMNO,2952.0,4,X,0,0
40237,YMNP,2952.0,1,C,0,0
40238,YMNP,2460.0,10,C,0,0
40239,YMNS,4265.0,11,N,0,0
40240,YMNT,3608.0,9,N,0,0
40241,YMNW,1968.0,7,L,0,0
40242,YMNW,6233.0,16,X,0,0
40243,YMNX,3937.0,1,L,0,0
40244,YMNY,3608.0,11,C,0,0
40245,YMOE,3280.0,1,C,0,0
40246,YMOG,2953.0,4,PER,1,0
40247,YMOG,5906.0,16,PER,1,0
40248,YMOM,3937.0,4,N,0,0
40249,YMOO,4724.0,5,C,0,0
40250,YMOO,2887.0,14,C,0,0
40251,YMOR,5292.0,1,ASP,1,0
40252,YMOR,3205.0,5,GVL,0,0
40253,YMOT,3937.0,14,G,0,0
40254,YMOU,5249.0,16,X,0,0
40255,YMPA,4475.0,17,C,0,0
40256,YMPC,3730.0,4,CON,0,0
40257,YMPC,3497.0,8,GRS,0,0
40258,YMPC,4508.0,17,CON,1,0
40259,YMQA,2952.0,12,N,0,0
40260,YMRA,7217.0,18,B,0,0
40261,YMRB,5000.0,16,ASP,1,0
40262,YMRE,4422.0,4,X,0,0
40263,YMRS,2624.0,9,N,0,0
40264,YMRT,4038.0,9,C,0,0
40265,YMRW,3034.0,9,X,0,0
40266,YMRW,5298.0,14,X,0,0
40267,YMRW,,15,UNK,0,0
40268,YMRY,2713.0,4,GVL,0,0
40269,YMRY,4997.0,18,ASP,1,0
40270,YMSF,3205.0,12,C,0,0
40271,YMSK,3280.0,12,N,0,0
40272,YMSP,3772.0,4,N,0,0
40273,YMSS,2296.0,4,N,0,0
40274,YMSS,3280.0,13,N,0,0
40275,YMST,4011.0,5,Dirt,0,0
40276,YMST,4454.0,11,Dirt,0,0
40277,YMTA,2296.0,9,S,0,0
40278,YMTA,3280.0,18,S,0,0
40279,YMTB,3608.0,4,X,0,0
40280,YMTC,3444.0,6,N,0,0
40281,YMTC,3937.0,18,N,0,0
40282,YMTG,2776.0,6,ASP,1,0
40283,YMTG,3025.0,11,ASP,0,0
40284,YMTG,5000.0,18,ASP,1,0
40285,YMTI,4987.0,9,PER,1,0
40286,YMTI,2480.0,12,GVL,0,0
40287,YMTO,4301.0,16,ASP,1,0
40288,YMTW,2296.0,10,N,0,0
40289,YMTW,3608.0,15,N,0,0
40290,YMTX,4921.0,15,N,0,0
40291,YMTZ,3608.0,4,N,0,0
40292,YMUA,3608.0,2,G,0,0
40293,YMUC,3608.0,8,X,0,0
40294,YMUE,3937.0,8,X,0,0
40295,YMUG,3444.0,17,X,0,0
40296,YMUI,1722.0,14,G,0,0
40297,YMUJ,4330.0,12,X,0,0
40298,YMUK,3280.0,12,C,0,0
40299,YMUL,3750.0,5,ASP,1,0
40300,YMUL,2930.0,9,GRE,0,0
40301,YMUP,3280.0,9,N,0,0
40302,YMUR,2624.0,18,G,0,0
40303,YMUX,3608.0,9,L,0,0
40304,YMUX,2808.0,18,L,0,0
40305,YMVG,2296.0,18,S,0,0
40306,YMVH,3280.0,5,X,0,0
40307,YMVM,1640.0,7,N,0,0
40308,YMVM,5249.0,18,N,0,0
40309,YMVN,5003.0,4,G,0,0
40310,YMVY,2624.0,9,G,0,0
40311,YMWA,4721.0,5,X,0,0
40312,YMWO,3280.0,6,N,0,0
40313,YMWO,3937.0,15,N,0,0
40314,YMWT,3280.0,8,S,0,0
40315,YMWT,4068.0,15,S,0,0
40316,YMWX,2798.0,13,N,0,0
40317,YMYB,2904.0,12,GRS,1,0
40318,YMYB,5207.0,17,ASP,1,0
40319,YMYH,3805.0,14,X,0,0
40320,YMYI,4757.0,13,X,0,0
40321,YMYR,3280.0,9,X,0,0
40322,YMYT,4035.0,1,C,0,0
40323,YMYV,3280.0,11,N,0,0
40324,YMYW,3280.0,15,S,0,0
40325,YMYY,3280.0,6,S,0,0
40326,YMZI,3608.0,6,N,0,0
40327,YMZI,2952.0,14,N,0,0
40328,YNAB,5249.0,10,B,0,0
40329,YNAN,3608.0,5,N,0,0
40330,YNAP,3474.0,14,C,0,0
40331,YNAR,3346.0,5,GVL,0,0
40332,YNAR,5302.0,14,ASP,1,0
40333,YNAU,2296.0,10,XUG,0,0
40334,YNAU,3280.0,18,XUG,0,0
40335,YNBR,3980.0,9,GRS,0,0
40336,YNBR,5000.0,18,ASP,1,0
40337,YNCD,3280.0,4,X,0,0
40338,YNCD,2624.0,13,X,0,0
40339,YNCS,2952.0,13,C,0,0
40340,YNDG,2657.0,4,XUG,0,0
40341,YNDG,2985.0,13,XUG,0,0
40342,YNDR,2460.0,4,N,0,0
40343,YNDR,3280.0,11,N,0,0
40344,YNDS,3280.0,6,S,0,0
40345,YNDS,3937.0,9,S,0,0
40346,YNES,3280.0,7,N,0,0
40347,YNES,3937.0,13,N,0,0
40348,YNGB,2624.0,2,G,0,0
40349,YNGU,5020.0,11,ASP,1,0
40350,YNHE,2952.0,4,X,0,0
40351,YNHL,3281.0,9,ASP,1,0
40352,YNHL,3615.0,18,GRS,1,0
40353,YNHP,3608.0,7,X,0,0
40354,YNHS,2952.0,2,G,0,0
40355,YNHV,3605.0,13,X,0,0
40356,YNIC,3937.0,8,N,0,0
40357,YNIC,5479.0,12,N,0,0
40358,YNIG,3280.0,8,G,0,0
40359,YNIN,3280.0,3,G,0,0
40360,YNIN,2788.0,15,G,0,0
40361,YNKA,4593.0,16,X,0,0
40362,YNMN,3280.0,17,S,0,0
40363,YNNT,4921.0,9,C,0,0
40364,YNOC,328.0,8,C,0,0
40365,YNOF,2624.0,16,N,0,0
40366,YNON,3280.0,3,X,0,0
40367,YNON,3280.0,12,X,0,0
40368,YNOO,1476.0,9,X,0,0
40369,YNOO,2788.0,18,C,0,0
40370,YNOV,6562.0,6,ASP,1,0
40371,YNPA,4593.0,17,N,0,0
40372,YNPB,2887.0,12,C,0,0
40373,YNPD,2624.0,1,X,0,0
